Sentence,Aspect Term,polarity,Aspect_Label,Sentiment_Label
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,2,217,0
"Am very glad I bought it, great netbook, low price.",price,1,37,1
The Apple team also assists you very nicely when choosing which computer is right for you :),Apple team,1,218,1
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,0,108,2
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,0,108,2
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,2,35,0
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista,0,108,2
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,0,219,2
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,1,134,1
"Fan vents to the side, so no cooling pad needed, great feature!",Fan,1,220,1
"Fan vents to the side, so no cooling pad needed, great feature!",cooling pad,2,221,0
"Fan vents to the side, so no cooling pad needed, great feature!",feature,1,222,1
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,1,28,1
Wasted me at least 8 hours of installation time.,installation time,0,223,2
"It has far exceeded my expectations for power, storage, and abilitiy.",power,1,224,1
"It has far exceeded my expectations for power, storage, and abilitiy.",storage,1,225,1
"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,1,226,1
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",spotlight search,1,227,1
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,1,222,1
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,0,228,2
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,2,26,0
I am enjoying it and the quality it provides is great!,quality,1,5,1
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life,1,1,1
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",speed,1,25,1
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,1,229,1
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS,1,229,1
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,1,167,1
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",program,1,55,1
Mac is not made for gaming.,gaming,0,23,2
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,0,17,2
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",Apple support,1,230,1
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",techs,1,231,1
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,0,232,2
I need graphic power to run my Adobe Creative apps efficiently.,graphic power,2,233,0
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,2,234,0
the programs are esay to use and are quick to process this computer works like a charm.,programs,1,235,1
the programs are esay to use and are quick to process this computer works like a charm.,use,1,8,1
The materials that came with the computer did not include the right # anywhere.,materials,0,236,2
It does not even have the software to play a dvd now.,software,0,28,2
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,1,237,1
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,0,156,2
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,0,238,2
Sells for the same as a netbook without sacrificing size.,size,1,239,1
"  upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty,2,41,0
"Windows XP SP2 caused many problems on the computer, so I had to remove it.",Windows XP SP2,0,240,2
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Windows 7 Ultimate,0,241,2
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Bluetooth,0,140,2
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,0,242,2
